,file,speaker,label,file_index,audio_length
2391,2391.wav,Bill Clinton,spoof,2391,8.32
2392,2392.wav,Calvin Coolidge,spoof,2392,14.07
2393,2393.wav,Barack Obama,bona-fide,2393,3.2
2394,2394.wav,Milton Friedman,spoof,2394,4.79
2395,2395.wav,Barack Obama,bona-fide,2395,3.61
2396,2396.wav,Alec Guinness,spoof,2396,14.0
2397,2397.wav,Arnold Schwarzenegger,bona-fide,2397,2.35
2398,2398.wav,Bernie Sanders,bona-fide,2398,3.45
2399,2399.wav,Alec Guinness,spoof,2399,4.1
2400,2400.wav,Alec Guinness,spoof,2400,5.27
2401,2401.wav,Barack Obama,bona-fide,2401,6.36
2402,2402.wav,Ayn Rand,bona-fide,2402,1.5
2403,2403.wav,Alec Guinness,bona-fide,2403,2.16
2404,2404.wav,Ronald Reagan,bona-fide,2404,5.37
2405,2405.wav,Barack Obama,bona-fide,2405,3.82
2406,2406.wav,Alec Guinness,spoof,2406,2.72
2407,2407.wav,Ayn Rand,spoof,2407,2.38
2408,2408.wav,Winston Churchill,spoof,2408,2.23
2409,2409.wav,Barack Obama,spoof,2409,2.83
2410,2410.wav,Mark Zuckerberg,spoof,2410,3.37
2411,2411.wav,Bernie Sanders,bona-fide,2411,0.77
2412,2412.wav,Alec Guinness,spoof,2412,3.98
2413,2413.wav,Donald Trump,bona-fide,2413,1.62
2414,2414.wav,Ronald Reagan,spoof,2414,18.6
2415,2415.wav,Jimmy Carter,bona-fide,2415,2.82
2416,2416.wav,Alexandria Ocasio-Cortez,bona-fide,2416,2.74
2417,2417.wav,Christopher Hitchens,bona-fide,2417,5.06
2418,2418.wav,Donald Trump,bona-fide,2418,3.47
2419,2419.wav,Ayn Rand,spoof,2419,4.27
2420,2420.wav,Bernie Sanders,bona-fide,2420,4.18
2421,2421.wav,Ronald Reagan,spoof,2421,8.58
2422,2422.wav,Bernie Sanders,spoof,2422,4.76
2423,2423.wav,Bernie Sanders,spoof,2423,1.96
2424,2424.wav,Alec Guinness,spoof,2424,2.92
2425,2425.wav,Bernie Sanders,bona-fide,2425,1.51
2426,2426.wav,Boris Johnson,bona-fide,2426,1.73
2427,2427.wav,Milton Friedman,spoof,2427,1.94
2428,2428.wav,Ronald Reagan,bona-fide,2428,1.87
2429,2429.wav,Winston Churchill,spoof,2429,2.08
2430,2430.wav,Christopher Hitchens,bona-fide,2430,5.94
2431,2431.wav,Malcolm X,bona-fide,2431,4.18
2432,2432.wav,Alexandria Ocasio-Cortez,spoof,2432,24.95
2433,2433.wav,Robert Kardashian,bona-fide,2433,2.85
2434,2434.wav,Alec Guinness,bona-fide,2434,0.76
2435,2435.wav,Ronald Reagan,spoof,2435,2.27
2436,2436.wav,Winston Churchill,bona-fide,2436,4.43
2437,2437.wav,Queen Elizabeth II,spoof,2437,9.17
2438,2438.wav,Martin Luther King,bona-fide,2438,0.72
2439,2439.wav,Donald Trump,bona-fide,2439,1.56
2440,2440.wav,Barack Obama,bona-fide,2440,3.93
2441,2441.wav,Alec Guinness,spoof,2441,4.06
2442,2442.wav,Bernie Sanders,bona-fide,2442,4.21
2443,2443.wav,Bernie Sanders,spoof,2443,6.25
2444,2444.wav,Ayn Rand,bona-fide,2444,11.82
2445,2445.wav,JFK,spoof,2445,3.14
2446,2446.wav,Donald Trump,bona-fide,2446,3.89
2447,2447.wav,Bernie Sanders,bona-fide,2447,1.35
2448,2448.wav,Bernie Sanders,spoof,2448,11.78
2449,2449.wav,Ayn Rand,spoof,2449,4.11
2450,2450.wav,Barack Obama,bona-fide,2450,3.23
2451,2451.wav,Alec Guinness,spoof,2451,3.56
2452,2452.wav,Bernie Sanders,bona-fide,2452,1.9
2453,2453.wav,Christopher Hitchens,spoof,2453,8.46
2454,2454.wav,Alec Guinness,bona-fide,2454,1.44
2455,2455.wav,Bill Clinton,bona-fide,2455,2.96
2456,2456.wav,Donald Trump,bona-fide,2456,2.3
2457,2457.wav,Winston Churchill,bona-fide,2457,1.41
2458,2458.wav,Bernie Sanders,bona-fide,2458,1.52
2459,2459.wav,FDR,spoof,2459,7.28
2460,2460.wav,Barack Obama,bona-fide,2460,0.83
2461,2461.wav,Alec Guinness,spoof,2461,6.46
2462,2462.wav,Bernie Sanders,spoof,2462,15.19
2463,2463.wav,Mark Zuckerberg,spoof,2463,6.42
2464,2464.wav,Ronald Reagan,spoof,2464,3.96
2465,2465.wav,FDR,bona-fide,2465,1.86
2466,2466.wav,Donald Trump,bona-fide,2466,4.85
2467,2467.wav,Christopher Hitchens,bona-fide,2467,5.13
2468,2468.wav,Donald Trump,bona-fide,2468,6.09
2469,2469.wav,Ayn Rand,spoof,2469,13.24
2470,2470.wav,Alexandria Ocasio-Cortez,bona-fide,2470,4.83
2471,2471.wav,Louis Farrakhan,bona-fide,2471,3.34
2472,2472.wav,Ronald Reagan,spoof,2472,7.25
2473,2473.wav,Donald Trump,bona-fide,2473,2.87
2474,2474.wav,Ronald Reagan,spoof,2474,2.08
2475,2475.wav,Barack Obama,bona-fide,2475,5.24
2476,2476.wav,Arnold Schwarzenegger,bona-fide,2476,3.71
2477,2477.wav,Bernie Sanders,spoof,2477,8.6
2478,2478.wav,Bernie Sanders,bona-fide,2478,6.6
2479,2479.wav,Barack Obama,bona-fide,2479,3.83
2480,2480.wav,Barack Obama,bona-fide,2480,2.69
2481,2481.wav,Louis Farrakhan,spoof,2481,3.38
2482,2482.wav,The Notorious B.I.G.,spoof,2482,6.07
2483,2483.wav,Ayn Rand,spoof,2483,7.26
2484,2484.wav,Winston Churchill,bona-fide,2484,3.98
2485,2485.wav,Bernie Sanders,spoof,2485,3.17
2486,2486.wav,Orson Welles,bona-fide,2486,1.31
2487,2487.wav,Barack Obama,bona-fide,2487,7.19
2488,2488.wav,Donald Trump,bona-fide,2488,2.03
2489,2489.wav,Winston Churchill,bona-fide,2489,3.27
2490,2490.wav,Bill Burr,spoof,2490,11.45
2491,2491.wav,Gilbert Gottfried,bona-fide,2491,8.57
2492,2492.wav,Malcolm X,bona-fide,2492,2.73
2493,2493.wav,Ronald Reagan,spoof,2493,3.34
2494,2494.wav,Queen Elizabeth II,spoof,2494,3.26
2495,2495.wav,Barack Obama,bona-fide,2495,1.37
2496,2496.wav,Nick Offerman,bona-fide,2496,2.88
2497,2497.wav,Donald Trump,bona-fide,2497,3.31
2498,2498.wav,Donald Trump,bona-fide,2498,1.7
2499,2499.wav,Richard Nixon,bona-fide,2499,5.12
2500,2500.wav,Tucker Carlson,spoof,2500,4.56
2501,2501.wav,Donald Trump,bona-fide,2501,6.67
2502,2502.wav,Malcolm X,bona-fide,2502,1.37
2503,2503.wav,Bernie Sanders,spoof,2503,2.88
2504,2504.wav,The Notorious B.I.G.,spoof,2504,0.87
2505,2505.wav,Ayn Rand,spoof,2505,2.27
2506,2506.wav,Bill Clinton,spoof,2506,4.36
2507,2507.wav,Ronald Reagan,spoof,2507,3.77
2508,2508.wav,Nelson Mandela,spoof,2508,2.92
2509,2509.wav,Donald Trump,bona-fide,2509,6.27
2510,2510.wav,JFK,spoof,2510,2.28
2511,2511.wav,Barack Obama,bona-fide,2511,8.41
2512,2512.wav,Alan Watts,spoof,2512,15.91
2513,2513.wav,Bill Clinton,bona-fide,2513,3.93
2514,2514.wav,Arnold Schwarzenegger,bona-fide,2514,3.44
2515,2515.wav,Martin Luther King,bona-fide,2515,3.94
2516,2516.wav,Arnold Schwarzenegger,bona-fide,2516,3.47
2517,2517.wav,Ayn Rand,spoof,2517,6.61
2518,2518.wav,Barack Obama,bona-fide,2518,7.39
2519,2519.wav,Alec Guinness,bona-fide,2519,9.68
2520,2520.wav,Winston Churchill,bona-fide,2520,1.38
2521,2521.wav,Louis Farrakhan,spoof,2521,5.72
2522,2522.wav,Bill Clinton,bona-fide,2522,0.91
2523,2523.wav,FDR,bona-fide,2523,5.09
2524,2524.wav,Ayn Rand,bona-fide,2524,4.37
2525,2525.wav,Winston Churchill,spoof,2525,5.46
2526,2526.wav,Winston Churchill,bona-fide,2526,3.7
2527,2527.wav,Bernie Sanders,bona-fide,2527,2.16
2528,2528.wav,Alec Guinness,bona-fide,2528,0.94
2529,2529.wav,Alec Guinness,spoof,2529,4.93
2530,2530.wav,Donald Trump,bona-fide,2530,2.02
2531,2531.wav,Barack Obama,bona-fide,2531,1.59
2532,2532.wav,Bill Clinton,spoof,2532,2.03
2533,2533.wav,Alec Guinness,spoof,2533,10.02
2534,2534.wav,Alec Guinness,bona-fide,2534,1.42
2535,2535.wav,Adam Driver,spoof,2535,1.73
2536,2536.wav,Christopher Hitchens,spoof,2536,4.98
2537,2537.wav,The Notorious B.I.G.,spoof,2537,13.15
2538,2538.wav,Nick Offerman,bona-fide,2538,4.05
2539,2539.wav,Alec Guinness,bona-fide,2539,0.78
2540,2540.wav,Ayn Rand,bona-fide,2540,7.6
2541,2541.wav,Richard Nixon,bona-fide,2541,4.32
2542,2542.wav,Ayn Rand,spoof,2542,5.8
2543,2543.wav,Ayn Rand,bona-fide,2543,4.73
2544,2544.wav,Winston Churchill,spoof,2544,6.15
2545,2545.wav,Queen Elizabeth II,spoof,2545,2.76
2546,2546.wav,Alec Guinness,spoof,2546,8.06
2547,2547.wav,Bill Clinton,spoof,2547,1.85
2548,2548.wav,Ayn Rand,spoof,2548,2.95
2549,2549.wav,Ayn Rand,bona-fide,2549,2.4
2550,2550.wav,Bernie Sanders,spoof,2550,8.66
2551,2551.wav,Bill Clinton,bona-fide,2551,2.89
2552,2552.wav,JFK,bona-fide,2552,2.59
2553,2553.wav,Arnold Schwarzenegger,bona-fide,2553,5.3
2554,2554.wav,Queen Elizabeth II,spoof,2554,4.04
2555,2555.wav,Milton Friedman,bona-fide,2555,4.04
2556,2556.wav,Arnold Schwarzenegger,bona-fide,2556,2.13
2557,2557.wav,Barack Obama,bona-fide,2557,0.82
2558,2558.wav,Christopher Hitchens,spoof,2558,1.72
2559,2559.wav,Gilbert Gottfried,spoof,2559,9.99
2560,2560.wav,Richard Nixon,bona-fide,2560,4.59
2561,2561.wav,Bernie Sanders,spoof,2561,2.53
2562,2562.wav,Dwight Eisenhower,bona-fide,2562,1.88
2563,2563.wav,Ayn Rand,bona-fide,2563,1.04
2564,2564.wav,Ronald Reagan,spoof,2564,1.88
2565,2565.wav,Louis C.K.,spoof,2565,12.22
2566,2566.wav,Mark Zuckerberg,bona-fide,2566,8.08
2567,2567.wav,Bernie Sanders,bona-fide,2567,8.36
2568,2568.wav,Bernie Sanders,bona-fide,2568,13.94
2569,2569.wav,Nelson Mandela,bona-fide,2569,1.67
2570,2570.wav,Bill Clinton,bona-fide,2570,1.81
2571,2571.wav,Nelson Mandela,spoof,2571,5.3
2572,2572.wav,Boris Johnson,bona-fide,2572,3.66
2573,2573.wav,Christopher Hitchens,bona-fide,2573,1.27
2574,2574.wav,George W. Bush,spoof,2574,2.3
2575,2575.wav,Ayn Rand,bona-fide,2575,1.39
2576,2576.wav,Queen Elizabeth II,spoof,2576,2.23
2577,2577.wav,Nelson Mandela,spoof,2577,1.76
2578,2578.wav,Winston Churchill,bona-fide,2578,2.67
2579,2579.wav,Barack Obama,bona-fide,2579,4.49
2580,2580.wav,Bernie Sanders,bona-fide,2580,11.71
2581,2581.wav,Barack Obama,bona-fide,2581,3.76
2582,2582.wav,Ayn Rand,bona-fide,2582,1.03
2583,2583.wav,Barack Obama,bona-fide,2583,6.92
2584,2584.wav,JFK,spoof,2584,10.96
2585,2585.wav,George Carlin,spoof,2585,5.26
2586,2586.wav,Bill Clinton,spoof,2586,13.06
2587,2587.wav,JFK,bona-fide,2587,2.12
2588,2588.wav,Bernie Sanders,spoof,2588,3.93
2589,2589.wav,The Notorious B.I.G.,spoof,2589,0.77
2590,2590.wav,Alec Guinness,bona-fide,2590,2.19
2591,2591.wav,Ayn Rand,spoof,2591,1.68
2592,2592.wav,Ayn Rand,spoof,2592,4.75
2593,2593.wav,Gilbert Gottfried,spoof,2593,6.76
2594,2594.wav,Donald Trump,bona-fide,2594,2.09
2595,2595.wav,Martin Luther King,bona-fide,2595,1.71
2596,2596.wav,Donald Trump,bona-fide,2596,2.42
2597,2597.wav,Barack Obama,bona-fide,2597,2.18
2598,2598.wav,Mark Zuckerberg,spoof,2598,3.24
2599,2599.wav,Ayn Rand,bona-fide,2599,4.14
2600,2600.wav,Bernie Sanders,bona-fide,2600,2.09
2601,2601.wav,Barack Obama,bona-fide,2601,5.73
2602,2602.wav,Arnold Schwarzenegger,spoof,2602,2.35
2603,2603.wav,Louis Farrakhan,spoof,2603,5.06
2604,2604.wav,Barack Obama,bona-fide,2604,3.23
2605,2605.wav,Barack Obama,bona-fide,2605,2.29
2606,2606.wav,Ayn Rand,spoof,2606,2.91
2607,2607.wav,Ronald Reagan,spoof,2607,4.69
2608,2608.wav,Barack Obama,bona-fide,2608,5.29
2609,2609.wav,Donald Trump,bona-fide,2609,1.82
2610,2610.wav,Ayn Rand,bona-fide,2610,3.73
2611,2611.wav,Donald Trump,bona-fide,2611,3.17
2612,2612.wav,Bill Clinton,spoof,2612,2.14
2613,2613.wav,Ayn Rand,spoof,2613,4.32
2614,2614.wav,Alec Guinness,spoof,2614,3.53
2615,2615.wav,Richard Nixon,bona-fide,2615,1.74
2616,2616.wav,Donald Trump,bona-fide,2616,1.68
2617,2617.wav,Milton Friedman,spoof,2617,9.41
2618,2618.wav,Bernie Sanders,spoof,2618,5.52
2619,2619.wav,Bernie Sanders,bona-fide,2619,6.25
2620,2620.wav,Louis Farrakhan,spoof,2620,12.05
2621,2621.wav,Alec Guinness,spoof,2621,8.8
2622,2622.wav,Barack Obama,bona-fide,2622,4.78
2623,2623.wav,Nelson Mandela,spoof,2623,5.48
2624,2624.wav,Kamala Harris,bona-fide,2624,13.32
2625,2625.wav,Barack Obama,bona-fide,2625,3.55
2626,2626.wav,Ayn Rand,bona-fide,2626,1.68
2627,2627.wav,Barack Obama,spoof,2627,0.7
2628,2628.wav,Barack Obama,bona-fide,2628,4.93
2629,2629.wav,Ayn Rand,bona-fide,2629,6.42
2630,2630.wav,Christopher Hitchens,bona-fide,2630,9.36
2631,2631.wav,Alec Guinness,spoof,2631,2.62
2632,2632.wav,Donald Trump,bona-fide,2632,3.85
2633,2633.wav,JFK,spoof,2633,2.66
2634,2634.wav,Alec Guinness,bona-fide,2634,2.55
2635,2635.wav,Barack Obama,bona-fide,2635,1.95
2636,2636.wav,Christopher Hitchens,spoof,2636,10.58
2637,2637.wav,Adam Driver,spoof,2637,19.83
2638,2638.wav,Louis Farrakhan,bona-fide,2638,1.87
2639,2639.wav,Ayn Rand,spoof,2639,7.14
2640,2640.wav,Alec Guinness,spoof,2640,2.78
2641,2641.wav,Boris Johnson,spoof,2641,10.16
2642,2642.wav,Bernie Sanders,bona-fide,2642,1.81
2643,2643.wav,Boris Johnson,bona-fide,2643,2.72
2644,2644.wav,Bernie Sanders,spoof,2644,4.05
2645,2645.wav,Bernie Sanders,spoof,2645,8.48
2646,2646.wav,Barack Obama,bona-fide,2646,6.05
2647,2647.wav,Barack Obama,bona-fide,2647,5.15
2648,2648.wav,Bill Burr,bona-fide,2648,5.54
2649,2649.wav,Ayn Rand,spoof,2649,3.27
2650,2650.wav,Bill Clinton,bona-fide,2650,5.43
2651,2651.wav,Barack Obama,bona-fide,2651,2.4
2652,2652.wav,Alec Guinness,bona-fide,2652,1.77
2653,2653.wav,Donald Trump,bona-fide,2653,4.88
2654,2654.wav,Bill Clinton,bona-fide,2654,1.15
2655,2655.wav,Alec Guinness,bona-fide,2655,6.22
2656,2656.wav,Alec Guinness,bona-fide,2656,2.38
2657,2657.wav,Martin Luther King,bona-fide,2657,7.49
2658,2658.wav,Ayn Rand,bona-fide,2658,5.02
2659,2659.wav,FDR,bona-fide,2659,2.13
2660,2660.wav,Barack Obama,bona-fide,2660,3.72
2661,2661.wav,Arnold Schwarzenegger,bona-fide,2661,2.06
2662,2662.wav,Donald Trump,bona-fide,2662,4.46
2663,2663.wav,Donald Trump,bona-fide,2663,6.98
2664,2664.wav,Alec Guinness,bona-fide,2664,1.21
2665,2665.wav,Bernie Sanders,spoof,2665,6.53
2666,2666.wav,Alec Guinness,bona-fide,2666,1.06
2667,2667.wav,Bill Clinton,bona-fide,2667,1.92
2668,2668.wav,Bill Clinton,spoof,2668,1.43
2669,2669.wav,Ayn Rand,spoof,2669,2.79
2670,2670.wav,Ayn Rand,bona-fide,2670,2.55
2671,2671.wav,Barack Obama,bona-fide,2671,1.52
2672,2672.wav,Bernie Sanders,bona-fide,2672,3.17
2673,2673.wav,Barack Obama,bona-fide,2673,1.19
2674,2674.wav,Christopher Hitchens,bona-fide,2674,3.85
2675,2675.wav,Barack Obama,bona-fide,2675,2.0
2676,2676.wav,Bill Clinton,spoof,2676,5.96
2677,2677.wav,Queen Elizabeth II,spoof,2677,3.13
2678,2678.wav,Donald Trump,bona-fide,2678,2.0
2679,2679.wav,Richard Nixon,bona-fide,2679,3.68
2680,2680.wav,Alec Guinness,bona-fide,2680,4.75
2681,2681.wav,Barack Obama,bona-fide,2681,3.68
2682,2682.wav,Robert Kardashian,bona-fide,2682,8.48
2683,2683.wav,Ayn Rand,spoof,2683,18.94
2684,2684.wav,Richard Nixon,bona-fide,2684,2.14
2685,2685.wav,Malcolm X,bona-fide,2685,2.67
2686,2686.wav,Ronald Reagan,spoof,2686,1.56
2687,2687.wav,FDR,spoof,2687,7.05
2688,2688.wav,Alec Guinness,spoof,2688,9.05
2689,2689.wav,Alec Guinness,bona-fide,2689,1.33
2690,2690.wav,Donald Trump,bona-fide,2690,4.6
2691,2691.wav,Alec Guinness,bona-fide,2691,1.74
2692,2692.wav,Bernie Sanders,spoof,2692,2.63
2693,2693.wav,Alec Guinness,spoof,2693,10.34
2694,2694.wav,Alec Guinness,bona-fide,2694,10.56
2695,2695.wav,Barack Obama,bona-fide,2695,5.28
2696,2696.wav,Winston Churchill,bona-fide,2696,2.81
2697,2697.wav,Winston Churchill,bona-fide,2697,6.25
2698,2698.wav,Alec Guinness,spoof,2698,7.68
2699,2699.wav,Winston Churchill,spoof,2699,1.92
2700,2700.wav,Boris Johnson,spoof,2700,2.98
2701,2701.wav,Alec Guinness,spoof,2701,9.89
2702,2702.wav,The Notorious B.I.G.,spoof,2702,1.97
2703,2703.wav,JFK,spoof,2703,2.2
2704,2704.wav,Christopher Hitchens,bona-fide,2704,2.02
2705,2705.wav,Barack Obama,bona-fide,2705,1.46
2706,2706.wav,Ayn Rand,bona-fide,2706,2.7
2707,2707.wav,Ronald Reagan,bona-fide,2707,2.99
2708,2708.wav,Mark Zuckerberg,spoof,2708,1.3
2709,2709.wav,Bill Clinton,spoof,2709,13.02
2710,2710.wav,Bill Clinton,bona-fide,2710,3.53
2711,2711.wav,Barack Obama,bona-fide,2711,0.74
2712,2712.wav,Bill Clinton,bona-fide,2712,1.69
2713,2713.wav,Martin Luther King,bona-fide,2713,2.13
2714,2714.wav,Barack Obama,bona-fide,2714,4.63
2715,2715.wav,Bernie Sanders,bona-fide,2715,4.63
2716,2716.wav,2Pac,spoof,2716,1.04
2717,2717.wav,Ronald Reagan,spoof,2717,1.23
2718,2718.wav,Ayn Rand,spoof,2718,3.66
2719,2719.wav,Ayn Rand,spoof,2719,6.57
2720,2720.wav,Boris Johnson,bona-fide,2720,1.12
2721,2721.wav,Ayn Rand,bona-fide,2721,3.85
2722,2722.wav,Bill Clinton,bona-fide,2722,4.03
2723,2723.wav,Barack Obama,bona-fide,2723,2.03
2724,2724.wav,JFK,bona-fide,2724,2.91
2725,2725.wav,Richard Nixon,spoof,2725,1.17
2726,2726.wav,2Pac,bona-fide,2726,1.4
2727,2727.wav,Bill Clinton,bona-fide,2727,2.57
2728,2728.wav,Alec Guinness,bona-fide,2728,2.68
2729,2729.wav,Kanye West,bona-fide,2729,1.85
2730,2730.wav,Milton Friedman,bona-fide,2730,3.19
2731,2731.wav,Barack Obama,bona-fide,2731,6.06
2732,2732.wav,George W. Bush,spoof,2732,1.97
2733,2733.wav,Orson Welles,spoof,2733,1.79
2734,2734.wav,Bill Clinton,bona-fide,2734,3.53
2735,2735.wav,Ayn Rand,bona-fide,2735,4.97
2736,2736.wav,Ronald Reagan,bona-fide,2736,4.53
2737,2737.wav,Bernie Sanders,spoof,2737,13.96
2738,2738.wav,Martin Luther King,spoof,2738,6.12
2739,2739.wav,Donald Trump,bona-fide,2739,3.1
2740,2740.wav,Bernie Sanders,spoof,2740,6.47
2741,2741.wav,Winston Churchill,bona-fide,2741,3.58
2742,2742.wav,JFK,bona-fide,2742,2.67
2743,2743.wav,Ayn Rand,bona-fide,2743,4.09
2744,2744.wav,Ayn Rand,spoof,2744,2.99
2745,2745.wav,Bill Clinton,spoof,2745,2.68
2746,2746.wav,Donald Trump,bona-fide,2746,7.07
2747,2747.wav,Robert Kardashian,bona-fide,2747,3.08
2748,2748.wav,Ronald Reagan,spoof,2748,3.66
2749,2749.wav,Barack Obama,bona-fide,2749,3.93
2750,2750.wav,Barack Obama,bona-fide,2750,2.38
2751,2751.wav,Alec Guinness,spoof,2751,2.2
2752,2752.wav,Ronald Reagan,bona-fide,2752,4.44
2753,2753.wav,Christopher Hitchens,bona-fide,2753,2.88
2754,2754.wav,Milton Friedman,spoof,2754,3.33
2755,2755.wav,Donald Trump,bona-fide,2755,3.94
2756,2756.wav,Bill Clinton,bona-fide,2756,2.01
2757,2757.wav,Bill Clinton,bona-fide,2757,7.85
2758,2758.wav,Bernie Sanders,bona-fide,2758,2.76
2759,2759.wav,Christopher Hitchens,spoof,2759,2.48
2760,2760.wav,Bernie Sanders,bona-fide,2760,2.58
2761,2761.wav,Ronald Reagan,spoof,2761,12.13
2762,2762.wav,Barack Obama,bona-fide,2762,0.76
2763,2763.wav,Malcolm X,bona-fide,2763,6.31
2764,2764.wav,Christopher Hitchens,bona-fide,2764,4.96
2765,2765.wav,Alan Watts,spoof,2765,0.94
2766,2766.wav,Donald Trump,bona-fide,2766,3.86
2767,2767.wav,Gilbert Gottfried,spoof,2767,5.19
2768,2768.wav,Barack Obama,bona-fide,2768,2.92
2769,2769.wav,Donald Trump,bona-fide,2769,1.46
2770,2770.wav,Alec Guinness,bona-fide,2770,1.67
2771,2771.wav,Calvin Coolidge,bona-fide,2771,2.26
2772,2772.wav,Donald Trump,bona-fide,2772,5.01
2773,2773.wav,Bernie Sanders,bona-fide,2773,7.39
2774,2774.wav,Adam Driver,spoof,2774,5.0
2775,2775.wav,Ayn Rand,bona-fide,2775,5.22
2776,2776.wav,Alec Guinness,bona-fide,2776,3.39
2777,2777.wav,Barack Obama,spoof,2777,15.57
2778,2778.wav,Ayn Rand,spoof,2778,1.85
2779,2779.wav,Alec Guinness,bona-fide,2779,2.25
2780,2780.wav,Barack Obama,bona-fide,2780,1.72
2781,2781.wav,Barack Obama,bona-fide,2781,2.09
2782,2782.wav,Donald Trump,bona-fide,2782,1.63
2783,2783.wav,Barack Obama,bona-fide,2783,6.46
2784,2784.wav,Bernie Sanders,spoof,2784,4.86
2785,2785.wav,Barack Obama,bona-fide,2785,2.27
2786,2786.wav,Bill Clinton,bona-fide,2786,1.81
2787,2787.wav,Ronald Reagan,spoof,2787,5.08
2788,2788.wav,Alec Guinness,bona-fide,2788,1.2
2789,2789.wav,Barack Obama,bona-fide,2789,6.68
2790,2790.wav,Donald Trump,bona-fide,2790,2.2
2791,2791.wav,Martin Luther King,bona-fide,2791,1.59
2792,2792.wav,Ayn Rand,spoof,2792,4.55
2793,2793.wav,FDR,spoof,2793,14.83
2794,2794.wav,Donald Trump,bona-fide,2794,1.5
2795,2795.wav,Alec Guinness,spoof,2795,3.51
2796,2796.wav,Winston Churchill,spoof,2796,4.22
2797,2797.wav,Barack Obama,bona-fide,2797,2.92
2798,2798.wav,Bernie Sanders,bona-fide,2798,2.89
2799,2799.wav,Bill Clinton,spoof,2799,5.5
2800,2800.wav,2Pac,spoof,2800,3.29
2801,2801.wav,Alec Guinness,spoof,2801,3.43
2802,2802.wav,Donald Trump,bona-fide,2802,2.86
2803,2803.wav,Alec Guinness,bona-fide,2803,2.34
2804,2804.wav,Barack Obama,bona-fide,2804,3.66
2805,2805.wav,Barack Obama,bona-fide,2805,1.95
2806,2806.wav,Donald Trump,bona-fide,2806,2.94
2807,2807.wav,Norm MacDonald,spoof,2807,4.68
2808,2808.wav,Donald Trump,bona-fide,2808,1.14
2809,2809.wav,Ayn Rand,spoof,2809,1.09
2810,2810.wav,Alec Guinness,spoof,2810,7.19
2811,2811.wav,Christopher Hitchens,bona-fide,2811,8.63
2812,2812.wav,Christopher Hitchens,bona-fide,2812,0.76
2813,2813.wav,George W. Bush,spoof,2813,1.12
2814,2814.wav,Nelson Mandela,spoof,2814,3.27
2815,2815.wav,George Carlin,bona-fide,2815,0.7
2816,2816.wav,Bernie Sanders,spoof,2816,2.02
2817,2817.wav,Mark Zuckerberg,spoof,2817,2.2
2818,2818.wav,Jerry Seinfeld,spoof,2818,20.95
2819,2819.wav,Bill Clinton,spoof,2819,1.68
2820,2820.wav,Gilbert Gottfried,spoof,2820,9.58
2821,2821.wav,Donald Trump,bona-fide,2821,2.81
2822,2822.wav,Barack Obama,bona-fide,2822,6.56
2823,2823.wav,Donald Trump,bona-fide,2823,4.22
2824,2824.wav,Barack Obama,bona-fide,2824,3.69
2825,2825.wav,Alexandria Ocasio-Cortez,bona-fide,2825,2.8
2826,2826.wav,Ronald Reagan,bona-fide,2826,3.37
2827,2827.wav,Christopher Hitchens,bona-fide,2827,2.61
2828,2828.wav,Orson Welles,bona-fide,2828,1.8
2829,2829.wav,Barack Obama,bona-fide,2829,4.13
2830,2830.wav,Alec Guinness,bona-fide,2830,14.11
2831,2831.wav,Donald Trump,bona-fide,2831,4.55
2832,2832.wav,Bernie Sanders,spoof,2832,5.28
2833,2833.wav,Queen Elizabeth II,spoof,2833,3.52
2834,2834.wav,Alec Guinness,spoof,2834,2.91
2835,2835.wav,Bernie Sanders,spoof,2835,2.69
2836,2836.wav,Malcolm X,spoof,2836,2.24
2837,2837.wav,Milton Friedman,bona-fide,2837,5.47
2838,2838.wav,JFK,spoof,2838,1.51
2839,2839.wav,Donald Trump,bona-fide,2839,1.93
2840,2840.wav,Barack Obama,bona-fide,2840,2.19
2841,2841.wav,Ronald Reagan,bona-fide,2841,5.3
2842,2842.wav,Ronald Reagan,spoof,2842,8.99
2843,2843.wav,Ronald Reagan,bona-fide,2843,2.26
2844,2844.wav,Donald Trump,spoof,2844,9.37
2845,2845.wav,Bernie Sanders,bona-fide,2845,8.65
2846,2846.wav,The Notorious B.I.G.,spoof,2846,12.24
2847,2847.wav,Robert Kardashian,spoof,2847,23.05
2848,2848.wav,Alec Guinness,bona-fide,2848,1.44
2849,2849.wav,Bill Burr,spoof,2849,9.19
2850,2850.wav,Bernie Sanders,spoof,2850,7.09
2851,2851.wav,Alec Guinness,bona-fide,2851,2.54
2852,2852.wav,Barack Obama,bona-fide,2852,3.24
2853,2853.wav,Donald Trump,bona-fide,2853,6.13
2854,2854.wav,Bernie Sanders,spoof,2854,15.81
2855,2855.wav,The Notorious B.I.G.,spoof,2855,1.86
2856,2856.wav,Donald Trump,bona-fide,2856,3.14
2857,2857.wav,Ayn Rand,bona-fide,2857,1.36
2858,2858.wav,Bill Clinton,bona-fide,2858,1.05
2859,2859.wav,John Cleese,spoof,2859,11.91
2860,2860.wav,Boris Johnson,bona-fide,2860,1.68
2861,2861.wav,Nelson Mandela,spoof,2861,2.11
2862,2862.wav,Donald Trump,bona-fide,2862,3.29
2863,2863.wav,Milton Friedman,bona-fide,2863,5.31
2864,2864.wav,Alec Guinness,spoof,2864,1.39
2865,2865.wav,Norm MacDonald,spoof,2865,2.46
